team,match_rank_recent,date,side,home_team,away_team,opponent,team_scoreline,home_score,away_score,team_result,tournament,city,country,neutral,within_last_year,source_url
Ivory Coast,15,2025-06-10,away,Canada,Ivory Coast,Canada,0-0,0,0,D,Canadian Shield,Toronto,Canada,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ivory Coast,16,2025-06-07,neutral,Ivory Coast,New Zealand,New Zealand,0-1,0,1,L,Canadian Shield,Toronto,Canada,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ivory Coast,17,2025-03-24,home,Ivory Coast,Gambia,Gambia,1-0,1,0,W,FIFA World Cup qualification,Abidjan,Ivory Coast,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ivory Coast,18,2025-03-21,neutral,Burundi,Ivory Coast,Burundi,1-0,0,1,W,FIFA World Cup qualification,Meknes,Morocco,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ivory Coast,19,2024-11-19,home,Ivory Coast,Chad,Chad,4-0,4,0,W,African Cup of Nations qualification,Abidjan,Ivory Coast,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Ivory Coast,20,2024-11-15,away,Zambia,Ivory Coast,Zambia,0-1,1,0,L,African Cup of Nations qualification,Ndola,Zambia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,1,2026-05-31,home,Japan,Iceland,Iceland,1-0,1,0,W,Friendly,Tokyo,Japan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,2,2026-03-31,away,England,Japan,England,1-0,0,1,W,Friendly,London,England,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,3,2026-03-28,away,Scotland,Japan,Scotland,1-0,0,1,W,Friendly,Glasgow,Scotland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,4,2025-11-18,home,Japan,Bolivia,Bolivia,3-0,3,0,W,Kirin Cup,Tokyo,Japan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,5,2025-11-14,home,Japan,Ghana,Ghana,2-0,2,0,W,Kirin Cup,Toyota,Japan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,6,2025-10-14,home,Japan,Brazil,Brazil,3-2,3,2,W,Kirin Cup,Tokyo,Japan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,7,2025-10-10,home,Japan,Paraguay,Paraguay,2-2,2,2,D,Kirin Cup,Osaka,Japan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,8,2025-09-09,away,United States,Japan,United States,0-2,2,0,L,Friendly,Columbus,United States,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,9,2025-09-06,neutral,Mexico,Japan,Mexico,0-0,0,0,D,Friendly,Oakland,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,10,2025-06-10,home,Japan,Indonesia,Indonesia,6-0,6,0,W,FIFA World Cup qualification,Suita,Japan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,11,2025-06-05,away,Australia,Japan,Australia,0-1,1,0,L,FIFA World Cup qualification,Perth,Australia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,12,2025-03-25,home,Japan,Saudi Arabia,Saudi Arabia,0-0,0,0,D,FIFA World Cup qualification,Saitama,Japan,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,13,2025-03-20,home,Japan,Bahrain,Bahrain,2-0,2,0,W,FIFA World Cup qualification,Saitama,Japan,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,14,2024-11-19,away,China,Japan,China,3-1,1,3,W,FIFA World Cup qualification,Xiamen,China,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,15,2024-11-15,away,Indonesia,Japan,Indonesia,4-0,0,4,W,FIFA World Cup qualification,Jakarta,Indonesia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,16,2024-10-15,home,Japan,Australia,Australia,1-1,1,1,D,FIFA World Cup qualification,Saitama,Japan,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,17,2024-10-10,away,Saudi Arabia,Japan,Saudi Arabia,2-0,0,2,W,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,18,2024-09-10,away,Bahrain,Japan,Bahrain,5-0,0,5,W,FIFA World Cup qualification,Riffa,Bahrain,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,19,2024-09-05,home,Japan,China,China,7-0,7,0,W,FIFA World Cup qualification,Saitama,Japan,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Japan,20,2024-06-11,home,Japan,Syria,Syria,5-0,5,0,W,FIFA World Cup qualification,Hiroshima,Japan,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,1,2026-06-07,neutral,Jordan,Colombia,Colombia,0-2,0,2,L,Friendly,San Diego,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,2,2026-05-31,away,Switzerland,Jordan,Switzerland,1-4,4,1,L,Friendly,St. Gallen,Switzerland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,3,2026-03-31,neutral,Jordan,Nigeria,Nigeria,2-2,2,2,D,Friendly,Antalya,Turkey,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,4,2026-03-27,neutral,Costa Rica,Jordan,Costa Rica,2-2,2,2,D,Friendly,Antalya,Turkey,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,5,2025-12-18,neutral,Jordan,Morocco,Morocco,2-3,2,3,L,Arab Cup,Lusail,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,6,2025-12-15,neutral,Saudi Arabia,Jordan,Saudi Arabia,1-0,0,1,W,Arab Cup,Al Khor,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,7,2025-12-12,neutral,Jordan,Iraq,Iraq,1-0,1,0,W,Arab Cup,Al Rayyan,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,8,2025-12-09,neutral,Egypt,Jordan,Egypt,3-0,0,3,W,Arab Cup,Al Khor,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,9,2025-12-06,neutral,Kuwait,Jordan,Kuwait,3-1,1,3,W,Arab Cup,Al Rayyan,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,10,2025-12-03,neutral,Jordan,United Arab Emirates,United Arab Emirates,2-1,2,1,W,Arab Cup,Al Khor,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,11,2025-11-18,neutral,Mali,Jordan,Mali,2-3,3,2,L,Friendly,Radès,Tunisia,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,12,2025-11-14,away,Tunisia,Jordan,Tunisia,2-3,3,2,L,Friendly,Radès,Tunisia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,13,2025-10-14,away,Albania,Jordan,Albania,2-4,4,2,L,Friendly,Tirana,Albania,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,14,2025-10-10,neutral,Jordan,Bolivia,Bolivia,0-1,0,1,L,Friendly,Istanbul,Turkey,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,15,2025-09-09,home,Jordan,Dominican Republic,Dominican Republic,3-0,3,0,W,Friendly,Amman,Jordan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,16,2025-09-04,away,Russia,Jordan,Russia,0-0,0,0,D,Friendly,Moscow,Russia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,17,2025-06-10,home,Jordan,Iraq,Iraq,0-1,0,1,L,FIFA World Cup qualification,Amman,Jordan,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,18,2025-06-05,away,Oman,Jordan,Oman,3-0,0,3,W,FIFA World Cup qualification,Muscat,Oman,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,19,2025-05-30,away,Saudi Arabia,Jordan,Saudi Arabia,0-2,2,0,L,Friendly,Dammam,Saudi Arabia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Jordan,20,2025-03-25,away,South Korea,Jordan,South Korea,1-1,1,1,D,FIFA World Cup qualification,Suwon,South Korea,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,1,2026-06-04,home,Mexico,Serbia,Serbia,5-1,5,1,W,Friendly,Toluca,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,2,2026-05-30,neutral,Mexico,Australia,Australia,1-0,1,0,W,Friendly,Pasadena,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,3,2026-05-22,home,Mexico,Ghana,Ghana,2-0,2,0,W,Friendly,Puebla,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,4,2026-03-31,neutral,Mexico,Belgium,Belgium,1-1,1,1,D,Friendly,Chicago,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,5,2026-03-28,home,Mexico,Portugal,Portugal,0-0,0,0,D,Friendly,Mexico City,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,6,2026-02-25,home,Mexico,Iceland,Iceland,4-0,4,0,W,Friendly,Querétaro,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,7,2026-01-25,away,Bolivia,Mexico,Bolivia,1-0,0,1,W,Friendly,Santa Cruz,Bolivia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,8,2026-01-22,away,Panama,Mexico,Panama,1-0,0,1,W,Friendly,Panama City,Panama,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,9,2025-11-18,neutral,Mexico,Paraguay,Paraguay,1-2,1,2,L,Friendly,San Antonio,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,10,2025-11-15,home,Mexico,Uruguay,Uruguay,0-0,0,0,D,Friendly,Torreón,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,11,2025-10-14,home,Mexico,Ecuador,Ecuador,1-1,1,1,D,Friendly,Zapopan,Mexico,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,12,2025-10-11,neutral,Mexico,Colombia,Colombia,0-4,0,4,L,Friendly,Arlington,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,13,2025-09-09,neutral,Mexico,South Korea,South Korea,2-2,2,2,D,Friendly,Nashville,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,14,2025-09-06,neutral,Mexico,Japan,Japan,0-0,0,0,D,Friendly,Oakland,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,15,2025-07-06,away,United States,Mexico,United States,2-1,1,2,W,Gold Cup,Houston,United States,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,16,2025-07-02,neutral,Mexico,Honduras,Honduras,1-0,1,0,W,Gold Cup,Santa Clara,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,17,2025-06-28,neutral,Mexico,Saudi Arabia,Saudi Arabia,2-0,2,0,W,Gold Cup,Glendale,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,18,2025-06-22,neutral,Mexico,Costa Rica,Costa Rica,0-0,0,0,D,Gold Cup,Paradise,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,19,2025-06-18,neutral,Suriname,Mexico,Suriname,2-0,0,2,W,Gold Cup,Arlington,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Mexico,20,2025-06-14,neutral,Mexico,Dominican Republic,Dominican Republic,3-2,3,2,W,Gold Cup,Inglewood,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,1,2026-06-07,neutral,Morocco,Norway,Norway,1-1,1,1,D,Friendly,Harrison,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,2,2026-06-02,home,Morocco,Madagascar,Madagascar,4-0,4,0,W,Friendly,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,3,2026-05-26,home,Morocco,Burundi,Burundi,5-0,5,0,W,Friendly,Salé,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,4,2026-03-31,neutral,Morocco,Paraguay,Paraguay,2-1,2,1,W,Friendly,Lens,France,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,5,2026-03-27,neutral,Morocco,Ecuador,Ecuador,1-1,1,1,D,Friendly,Madrid,Spain,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,6,2026-01-18,home,Morocco,Senegal,Senegal,3-0,3,0,W,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,7,2026-01-14,home,Morocco,Nigeria,Nigeria,0-0,0,0,D,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,8,2026-01-09,home,Morocco,Cameroon,Cameroon,2-0,2,0,W,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,9,2026-01-04,home,Morocco,Tanzania,Tanzania,1-0,1,0,W,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,10,2025-12-29,home,Morocco,Zambia,Zambia,3-0,3,0,W,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,11,2025-12-26,home,Morocco,Mali,Mali,1-1,1,1,D,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,12,2025-12-21,home,Morocco,Comoros,Comoros,2-0,2,0,W,African Cup of Nations,Rabat,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,13,2025-12-18,neutral,Jordan,Morocco,Jordan,3-2,2,3,W,Arab Cup,Lusail,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,14,2025-12-15,neutral,Morocco,United Arab Emirates,United Arab Emirates,3-0,3,0,W,Arab Cup,Al Rayyan,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,15,2025-12-11,neutral,Morocco,Syria,Syria,1-0,1,0,W,Arab Cup,Al Rayyan,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,16,2025-12-08,neutral,Morocco,Saudi Arabia,Saudi Arabia,1-0,1,0,W,Arab Cup,Lusail,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,17,2025-12-05,neutral,Oman,Morocco,Oman,0-0,0,0,D,Arab Cup,Al Rayyan,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,18,2025-12-02,neutral,Morocco,Comoros,Comoros,3-1,3,1,W,Arab Cup,Al Rayyan,Qatar,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,19,2025-11-18,home,Morocco,Uganda,Uganda,4-0,4,0,W,Friendly,Tangier,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Morocco,20,2025-11-14,home,Morocco,Mozambique,Mozambique,1-0,1,0,W,Friendly,Tangier,Morocco,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,1,2026-06-08,neutral,Netherlands,Uzbekistan,Uzbekistan,2-1,2,1,W,Friendly,New York,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,2,2026-06-03,home,Netherlands,Algeria,Algeria,0-1,0,1,L,Friendly,Rotterdam,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,3,2026-03-31,home,Netherlands,Ecuador,Ecuador,1-1,1,1,D,Friendly,Eindhoven,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,4,2026-03-27,home,Netherlands,Norway,Norway,2-1,2,1,W,Friendly,Amsterdam,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,5,2025-11-17,home,Netherlands,Lithuania,Lithuania,4-0,4,0,W,FIFA World Cup qualification,Amsterdam,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,6,2025-11-14,away,Poland,Netherlands,Poland,1-1,1,1,D,FIFA World Cup qualification,Warsaw,Poland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,7,2025-10-12,home,Netherlands,Finland,Finland,4-0,4,0,W,FIFA World Cup qualification,Amsterdam,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,8,2025-10-09,away,Malta,Netherlands,Malta,4-0,0,4,W,FIFA World Cup qualification,Ta' Qali,Malta,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,9,2025-09-07,away,Lithuania,Netherlands,Lithuania,3-2,2,3,W,FIFA World Cup qualification,Kaunas,Lithuania,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,10,2025-09-04,home,Netherlands,Poland,Poland,1-1,1,1,D,FIFA World Cup qualification,Rotterdam,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,11,2025-06-10,home,Netherlands,Malta,Malta,8-0,8,0,W,FIFA World Cup qualification,Groningen,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,12,2025-06-07,away,Finland,Netherlands,Finland,2-0,0,2,W,FIFA World Cup qualification,Helsinki,Finland,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,13,2025-03-23,away,Spain,Netherlands,Spain,3-3,3,3,D,UEFA Nations League,Valencia,Spain,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,14,2025-03-20,home,Netherlands,Spain,Spain,2-2,2,2,D,UEFA Nations League,Rotterdam,Netherlands,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,15,2024-11-19,away,Bosnia and Herzegovina,Netherlands,Bosnia and Herzegovina,1-1,1,1,D,UEFA Nations League,Zenica,Bosnia and Herzegovina,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,16,2024-11-16,home,Netherlands,Hungary,Hungary,4-0,4,0,W,UEFA Nations League,Amsterdam,Netherlands,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,17,2024-10-14,away,Germany,Netherlands,Germany,0-1,1,0,L,UEFA Nations League,Munich,Germany,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,18,2024-10-11,away,Hungary,Netherlands,Hungary,1-1,1,1,D,UEFA Nations League,Budapest,Hungary,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,19,2024-09-10,home,Netherlands,Germany,Germany,2-2,2,2,D,UEFA Nations League,Amsterdam,Netherlands,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Netherlands,20,2024-09-07,home,Netherlands,Bosnia and Herzegovina,Bosnia and Herzegovina,5-2,5,2,W,UEFA Nations League,Eindhoven,Netherlands,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,1,2026-06-06,neutral,England,New Zealand,England,0-1,1,0,L,Friendly,Tampa,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,2,2026-06-02,neutral,Haiti,New Zealand,Haiti,0-4,4,0,L,Friendly,Fort Lauderdale,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,3,2026-03-30,home,New Zealand,Chile,Chile,4-1,4,1,W,FIFA Series,Auckland,New Zealand,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,4,2026-03-27,home,New Zealand,Finland,Finland,0-2,0,2,L,FIFA Series,Auckland,New Zealand,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,5,2025-11-18,neutral,Ecuador,New Zealand,Ecuador,0-2,2,0,L,Friendly,Harrison,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,6,2025-11-15,neutral,Colombia,New Zealand,Colombia,1-2,2,1,L,Friendly,Fort Lauderdale,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,7,2025-10-14,away,Norway,New Zealand,Norway,1-1,1,1,D,Friendly,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,8,2025-10-09,away,Poland,New Zealand,Poland,0-1,1,0,L,Friendly,Chorzów,Poland,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,9,2025-09-09,home,New Zealand,Australia,Australia,1-3,1,3,L,Soccer Ashes,Auckland,New Zealand,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,10,2025-09-05,away,Australia,New Zealand,Australia,0-1,1,0,L,Soccer Ashes,Canberra,Australia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,11,2025-06-10,neutral,New Zealand,Ukraine,Ukraine,1-2,1,2,L,Canadian Shield,Toronto,Canada,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,12,2025-06-07,neutral,Ivory Coast,New Zealand,Ivory Coast,1-0,0,1,W,Canadian Shield,Toronto,Canada,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,13,2025-03-24,home,New Zealand,New Caledonia,New Caledonia,3-0,3,0,W,FIFA World Cup qualification,Auckland,New Zealand,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,14,2025-03-21,home,New Zealand,Fiji,Fiji,7-0,7,0,W,FIFA World Cup qualification,Wellington,New Zealand,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,15,2024-11-18,home,New Zealand,Samoa,Samoa,8-0,8,0,W,FIFA World Cup qualification,Auckland,New Zealand,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,16,2024-11-15,home,New Zealand,Vanuatu,Vanuatu,8-1,8,1,W,FIFA World Cup qualification,Hamilton,New Zealand,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,17,2024-10-14,home,New Zealand,Malaysia,Malaysia,4-0,4,0,W,Friendly,Auckland,New Zealand,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,18,2024-10-11,neutral,New Zealand,Tahiti,Tahiti,3-0,3,0,W,FIFA World Cup qualification,Port Vila,Vanuatu,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,19,2024-09-10,away,United States,New Zealand,United States,1-1,1,1,D,Friendly,Cincinnati,United States,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
New Zealand,20,2024-09-07,neutral,Mexico,New Zealand,Mexico,0-3,3,0,L,Friendly,Pasadena,United States,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,1,2026-06-07,neutral,Morocco,Norway,Morocco,1-1,1,1,D,Friendly,Harrison,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,2,2026-06-01,home,Norway,Sweden,Sweden,3-1,3,1,W,Friendly,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,3,2026-03-31,home,Norway,Switzerland,Switzerland,0-0,0,0,D,Friendly,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,4,2026-03-27,away,Netherlands,Norway,Netherlands,1-2,2,1,L,Friendly,Amsterdam,Netherlands,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,5,2025-11-16,away,Italy,Norway,Italy,4-1,1,4,W,FIFA World Cup qualification,Milan,Italy,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,6,2025-11-13,home,Norway,Estonia,Estonia,4-1,4,1,W,FIFA World Cup qualification,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,7,2025-10-14,home,Norway,New Zealand,New Zealand,1-1,1,1,D,Friendly,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,8,2025-10-11,home,Norway,Israel,Israel,5-0,5,0,W,FIFA World Cup qualification,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,9,2025-09-09,home,Norway,Moldova,Moldova,11-1,11,1,W,FIFA World Cup qualification,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,10,2025-09-04,home,Norway,Finland,Finland,1-0,1,0,W,Friendly,Oslo,Norway,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,11,2025-06-09,away,Estonia,Norway,Estonia,1-0,0,1,W,FIFA World Cup qualification,Tallinn,Estonia,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,12,2025-06-06,home,Norway,Italy,Italy,3-0,3,0,W,FIFA World Cup qualification,Oslo,Norway,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,13,2025-03-25,neutral,Israel,Norway,Israel,4-2,2,4,W,FIFA World Cup qualification,Debrecen,Hungary,1,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,14,2025-03-22,away,Moldova,Norway,Moldova,5-0,0,5,W,FIFA World Cup qualification,Chișinău,Moldova,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,15,2024-11-17,home,Norway,Kazakhstan,Kazakhstan,5-0,5,0,W,UEFA Nations League,Oslo,Norway,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,16,2024-11-14,away,Slovenia,Norway,Slovenia,4-1,1,4,W,UEFA Nations League,Ljubljana,Slovenia,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,17,2024-10-13,away,Austria,Norway,Austria,1-5,5,1,L,UEFA Nations League,Linz,Austria,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,18,2024-10-10,home,Norway,Slovenia,Slovenia,3-0,3,0,W,UEFA Nations League,Oslo,Norway,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,19,2024-09-09,home,Norway,Austria,Austria,2-1,2,1,W,UEFA Nations League,Oslo,Norway,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Norway,20,2024-09-06,away,Kazakhstan,Norway,Kazakhstan,0-0,0,0,D,UEFA Nations League,Almaty,Kazakhstan,0,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,1,2026-06-06,neutral,Panama,Bosnia and Herzegovina,Bosnia and Herzegovina,1-1,1,1,D,Friendly,St Louis,United States,1,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,2,2026-06-03,home,Panama,Dominican Republic,Dominican Republic,4-2,4,2,W,Friendly,Panama City,Panama,0,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
